ID,Date,Sport,League,Event,Type,Description,Pick,Opponent,Odds,Risk,To Win,Status,Result Date,Notes
477,2023-10-28,Football,NCAAF,UNM @ NEV,total,UNM @ NEV: u49.5 -109,UNM,NEV,-109,109,100,lost,2023-10-28,
478,2023-10-28,Football,NCAAF,UNM @ NEV,moneyline,UNM -109,UNM,NEV,-109,109,100,lost,2023-10-28,
479,2023-10-28,Football,NCAAF,ORST @ ARI,spread,ORST -3 -117,ORST,ARI,-117,117,100,lost,2023-10-28,
480,2023-10-28,Football,NCAAF,UNLV @ FRES,spread,FRES -9 -109,FRES,UNLV,-109,109,100,lost,2023-10-28,
481,2023-10-28,Football,NCAAF,SJSU @ HAW,total,SJSU @ HAW: o58 -107,SJSU,HAW,-107,107,100,lost,2023-10-28,
482,2023-10-29,Football,NFL,ATL @ TEN,spread,TEN +2.5 -105,TEN,ATL,-105,105,100,won,2023-10-29,
483,2023-10-29,Football,NFL,HOU @ CAR,spread,HOU -3 -109,HOU,CAR,-109,109,100,lost,2023-10-29,
484,2023-10-29,Football,NFL,CLE @ SEA,spread,SEA -2.5 -110,SEA,CLE,-110,110,100,won,2023-10-29,
485,2023-11-02,Football,NCAAF,TCU @ TTU,spread,TCU +3 -110,TCU,TTU,-110,110,100,lost,2023-11-02,
486,2023-11-04,Football,NCAAF,JVST @ SC,spread,SC -15.5 -111,SC,JVST,-111,111,100,lost,2023-11-04,
487,2023-11-04,Football,NCAAF,HOU @ BAY,total,HOU @ BAY: u58 -109,HOU,BAY,-109,109,100,won,2023-11-04,
488,2023-11-04,Football,NCAAF,PSU @ UMD,total,PSU @ UMD: o51 -110,PSU,UMD,-110,110,100,won,2023-11-04,
489,2023-11-04,Football,NCAAF,UNLV @ UNM,spread,UNM +10 -111,UNM,UNLV,-111,111,100,lost,2023-11-04,
490,2023-11-04,Football,NCAAF,WASH @ USC,spread,WASH -3 -107,WASH,USC,-107,268,250.47,won,2023-11-04,
491,2023-11-04,Football,NCAAF,WASH @ USC,moneyline,WASH +100,WASH,USC,-100,700,700,won,2023-11-04,
492,2023-11-04,Football,NCAAF,MIA @ NCST,spread,NCST +5.5 -111,NCST,MIA,-111,111,100,won,2023-11-04,
493,2023-11-05,Football,NFL,MIA @ KC,spread,KC -2.5 -110,KC,MIA,-110,110,100,won,2023-11-05,
494,2023-11-05,Football,NFL,TB @ HOU,spread,HOU -2.5 -120,HOU,TB,-120,120,100,lost,2023-11-05,
495,2023-11-11,Football,NCAAF,TTU @ KU,spread,TTU +4.5 -110,TTU,KU,-110,110,100,won,2023-11-11,
496,2023-11-11,Football,NCAAF,ARI @ COLO,spread,ARI -9.5 -110,ARI,COLO,-110,110,100,lost,2023-11-11,
497,2023-11-11,Football,NCAAF,UTAH @ WASH,spread,(Live) WASH -3.5 -103,WASH,UTAH,-103,206,200,won,2023-11-11,
498,2023-11-11,Football,NCAAF,UTAH @ WASH,total,UTAH @ WASH: u53.5 -111,UTAH,WASH,-111,225,202.7,lost,2023-11-11,
499,2023-11-11,Football,NCAAF,UTAH @ WASH,spread,(2H) WASH -7 -107,WASH,UTAH,-107,214,200,won,2023-11-11,2nd half
500,2023-11-11,Football,NCAAF,USC @ ORE,total,USC @ ORE: u77 -110,USC,ORE,-110,220,200,won,2023-11-11,
501,2023-11-12,Football,NFL,CLE @ BAL,total,CLE @ BAL: u38 -110,CLE,BAL,-110,110,100,lost,2023-11-12,
502,2023-11-12,Football,NFL,NYJ @ LV,total,NYJ @ LV: u37 -120,NYJ,LV,-120,120,100,won,2023-11-12,
503,2023-11-13,Hockey,NHL,COL @ SEA,moneyline,SEA +126,SEA,COL,126,50,63,lost,2023-11-13,
504,2023-11-14,Basketball,NCAAB,MSU @ DUKE,spread,DUKE -4 -112,DUKE,MSU,-112,112,100,won,2023-11-14,
505,2023-11-18,Football,NCAAF,SMU @ MEM,spread,MEM +9 -112,MEM,SMU,-112,112,100,won,2023-11-18,
506,2023-11-18,Football,NCAAF,CC @ ARMY,spread,ARMY +3.5 -113,ARMY,CC,-113,113,100,won,2023-11-18,
507,2023-11-18,Football,NCAAF,LT @ JVST,spread,JVST -8.5 -111,JVST,LT,-111,111,100,won,2023-11-18,
508,2023-11-18,Football,NCAAF,LT @ JVST,total,LT @ JVST: o54.5 -110,LT,JVST,-110,110,100,won,2023-11-18,
509,2023-11-18,Football,NCAAF,UTAH @ ARI,spread,ARI PK -115,ARI,UTAH,-115,115,100,won,2023-11-18,
510,2023-11-18,Football,NCAAF,DUKE @ UVA,spread,DUKE -3.5 -110,DUKE,UVA,-110,110,100,lost,2023-11-18,
511,2023-11-18,Football,NCAAF,UGA @ TENN,total,UGA @ TENN: u59 -111,UGA,TENN,-111,111,100,won,2023-11-18,
512,2023-11-18,Football,NCAAF,UNC @ CLEM,spread,UNC +7 -110,UNC,CLEM,-110,110,100,lost,2023-11-18,
513,2023-11-18,Football,NCAAF,UNA @ FSU,total,(Live) UNA @ FSU: u58.5 -112,UNA,FSU,-112,112,100,lost,2023-11-18,
514,2023-11-18,Football,NCAAF,UNA @ FSU,spread,(Live) UNA +18.5 -120,UNA,FSU,-120,60,50,lost,2023-11-18,Live bet
515,2023-11-18,Football,NCAAF,CAL @ STAN,spread,STAN +7 -105,STAN,CAL,-105,105,100,lost,2023-11-18,
516,2023-11-18,Football,NCAAF,UK @ SC,spread,SC -2 -112,SC,UK,-112,112,100,won,2023-11-18,
517,2023-11-18,Football,NCAAF,FLA @ MIZ,spread,FLA +11 -109,FLA,MIZ,-109,109,100,won,2023-11-18,
518,2023-11-19,Football,NFL,SEA @ LA,moneyline,SEA +118,SEA,LA,118,100,118,lost,2023-11-19,
519,2023-11-20,Football,NFL,PHI @ KC,spread,KC -2.5 -115,KC,PHI,-115,115,100,lost,2023-11-20,
520,2023-11-22,Basketball,NCAAB,ARK @ STAN,spread,STAN +6.5 -110,STAN,ARK,-110,385,350,won,2023-11-22,
521,2023-11-23,Football,NFL,SF @ SEA,spread,SEA +18.5 +135,SEA,SF,135,100,135,won,2023-11-23,
522,2023-11-24,Football,NCAAF,MEM @ TEM,spread,TEM +13 -110,TEM,MEM,-110,110,100,lost,2023-11-24,
523,2023-11-24,Football,NCAAF,TOL @ CMU,spread,CMU +10 -111,CMU,TOL,-111,111,100,lost,2023-11-24,
524,2023-11-24,Football,NCAAF,TCU @ OU,spread,TCU +10 -109,TCU,OU,-109,109,100,lost,2023-11-24,
525,2023-11-24,Football,NCAAF,UTSA @ TULN,spread,UTSA +3 -110,UTSA,TULN,-110,110,100,lost,2023-11-24,
526,2023-11-24,Football,NCAAF,AFA @ BOISE,total,AFA @ BOISE: o44.5 -110,AFA,BOISE,-110,110,100,won,2023-11-24,
527,2023-11-24,Football,NCAAF,MIZ @ ARK,spread,MIZ -9 -110,MIZ,ARK,-110,110,100,won,2023-11-24,
528,2023-11-24,Football,NCAAF,TTU @ TEX,spread,TTU +14 -106,TTU,TEX,-106,106,100,lost,2023-11-24,
529,2023-11-24,Football,NCAAF,ORST @ ORE,spread,ORST +14 -120,ORST,ORE,-120,120,100,lost,2023-11-24,
530,2023-11-25,Football,NCAAF,M-OH @ BALL,spread,BALL +4 -112,BALL,M-OH,-112,112,100,won,2023-11-25,
531,2023-11-25,Football,NCAAF,OSU @ MICH,spread,OSU +3.5 -112,OSU,MICH,-112,112,100,lost,2023-11-25,
532,2023-11-25,Football,NCAAF,MTSU @ SHSU,spread,SHSU +3.5 -110,SHSU,MTSU,-110,110,100,won,2023-11-25,
533,2023-11-25,Football,NCAAF,SJSU @ UNLV,spread,UNLV -2.5 -113,UNLV,SJSU,-113,113,100,lost,2023-11-25,
534,2023-11-25,Football,NCAAF,ULM @ UL,spread,UL -12.5 -110,UL,ULM,-110,110,100,won,2023-11-25,
535,2023-11-25,Football,NCAAF,BAMA @ AUB,spread,AUB +14.5 -111,AUB,BAMA,-111,111,100,won,2023-11-25,
536,2023-11-25,Football,NCAAF,NW @ ILL,spread,ILL -6 -112,ILL,NW,-112,112,100,lost,2023-11-25,
537,2023-11-25,Football,NCAAF,JVST @ NMSU,spread,JVST -2.5 -110,JVST,NMSU,-110,110,100,lost,2023-11-25,
538,2023-11-25,Football,NCAAF,CLEM @ SC,spread,SC +7.5 -109,SC,CLEM,-109,109,100,lost,2023-11-25,
539,2023-11-25,Football,NCAAF,UNC @ NCST,spread,UNC -2.5 -116,UNC,NCST,-116,116,100,lost,2023-11-25,
540,2023-11-25,Football,NCAAF,CAL @ UCLA,spread,UCLA -9 -110,UCLA,CAL,-110,110,100,lost,2023-11-25,
541,2023-11-25,Football,NCAAF,FRES @ SDSU,spread,SDSU +5 -111,SDSU,FRES,-111,111,100,won,2023-11-25,
542,2023-11-26,Football,NFL,JAC @ HOU,moneyline,HOU +105,HOU,JAC,105,100,105,lost,2023-11-26,
543,2023-11-26,Football,NFL,PIT @ CIN,spread,PIT -1 -110,PIT,CIN,-110,110,100,won,2023-11-26,
544,2023-11-26,Football,NFL,NO @ ATL,moneyline,ATL -110,ATL,NO,-110,110,100,won,2023-11-26,
545,2023-11-26,Football,NFL,CLE @ DEN,moneyline,CLE +115,CLE,DEN,115,100,115,lost,2023-11-26,
546,2023-11-26,Football,NFL,KC @ LV,moneyline,(Live) KC -103,KC,LV,-103,103,100,won,2023-11-26,Live bet
547,2023-11-26,Football,NFL,BAL @ LAC,spread,BAL -3 -112,BAL,LAC,-112,112,100,won,2023-11-26,
548,2023-12-01,Football,NCAAF,ORE @ WASH,moneyline,WASH +170,WASH,ORE,170,128,217.6,won,2023-12-01,
549,2023-12-01,Football,NCAAF,ORE @ WASH,total,(2H) ORE @ WASH: o33.5 -115,ORE,WASH,-115,288,250.44,won,2023-12-01,2nd half
550,2023-12-01,Football,NCAAF,ORE @ WASH,spread,WASH +10 -120,WASH,ORE,-120,120,100,won,2023-12-01,
551,2023-12-02,Football,NCAAF,OKST @ TEX,total,TEX o34.5 -105,TEX,OKST,-105,105,100,won,2023-12-02,
552,2023-12-02,Football,NCAAF,LOU @ FSU,moneyline,LOU +102,LOU,FSU,102,98,99.96,lost,2023-12-02,
553,2023-12-03,Football,NFL,CLE @ LA,moneyline,(Live) CLE +200,CLE,LA,200,50,100,lost,2023-12-03,Live bet
554,2023-12-03,Football,NFL,SF @ PHI,spread,(Live) SF -17.5 +150,SF,PHI,150,67,100.5,won,2023-12-03,
555,2023-12-03,Football,NFL,SF @ PHI,spread,(Live) PHI +21.5 +115,PHI,SF,115,59,67.85,lost,2023-12-03,Live bet
556,2023-12-09,Football,NCAAF,ARMY @ NAVY,spread,ARMY -3 -110,ARMY,NAVY,-110,110,100,won,2023-12-09,
557,2023-12-10,Football,NFL,DET @ CHI,spread,DET -3 -101,DET,CHI,-101,101,100,lost,2023-12-10,
558,2023-12-10,Football,NFL,TB @ ATL,total,TB @ ATL: u41 -110,TB,ATL,-110,110,100,lost,2023-12-10,
559,2023-12-10,Football,NFL,CAR @ NO,spread,NO -5 -105,NO,CAR,-105,105,100,won,2023-12-10,
560,2023-12-10,Football,NFL,LA @ BAL,spread,(1H) BAL -4 -102,BAL,LA,-102,102,100,lost,2023-12-10,1st half
561,2023-12-10,Football,NFL,IND @ CIN,spread,CIN -2 -112,CIN,IND,-112,112,100,won,2023-12-10,
562,2023-12-10,Football,NFL,HOU @ NYJ,spread,HOU -3.5 -110,HOU,NYJ,-110,110,100,lost,2023-12-10,
563,2023-12-10,Football,NFL,DET @ CHI,moneyline,(Live) DET +120,DET,CHI,120,100,120,lost,2023-12-10,
564,2023-12-10,Football,NFL,SEA @ SF,spread,SEA +11 -110,SEA,SF,-110,110,100,lost,2023-12-10,
565,2023-12-10,Football,NFL,BUF @ KC,total,BUF @ KC: o49 -115,BUF,KC,-115,115,100,lost,2023-12-10,
566,2023-12-10,Football,NFL,PHI @ DAL,spread,(Live) DAL -6.5 +130,DAL,PHI,130,60,78,won,2023-12-10,
567,2023-12-12,Hockey,NHL,FLA @ SEA,moneyline,SEA +142,SEA,FLA,142,100,142,won,2023-12-12,
568,2023-12-16,Football,NCAAF,JVST @ UL,spread,JVST -2.5 -116,JVST,UL,-116,116,100,won,2023-12-16,
569,2023-12-16,Football,NCAAF,M-OH @ APP,spread,M-OH +6.5 -107,M-OH,APP,-107,107,100,won,2023-12-16,
570,2023-12-16,Football,NCAAF,NMSU @ FRES,spread,NMSU -3.5 -112,NMSU,FRES,-112,112,100,lost,2023-12-16,
571,2023-12-16,Football,NCAAF,UCLA @ BOISE,spread,UCLA -5.5 -110,UCLA,BOISE,-110,110,100,won,2023-12-16,
572,2023-12-16,Football,NCAAF,UCLA @ BOISE,total,UCLA @ BOISE: u48.5 -111,UCLA,BOISE,-111,111,100,lost,2023-12-16,
573,2023-12-16,Football,NFL,DEN @ DET,spread,DET -4.5 -112,DET,DEN,-112,112,100,won,2023-12-16,
574,2023-12-17,Basketball,NCAAB,WASH @ SEA,moneyline,(Live) WASH +136,WASH,SEA,136,100,136,won,2023-12-17,
575,2023-12-21,Football,NCAAF,USF @ SYR,total,USF @ SYR: u55.5 -114,USF,SYR,-114,114,100,won,2023-12-21,
576,2023-12-21,Basketball,NCAAB,EWU @ WASH,spread,EWU +15 -107,EWU,WASH,-107,535,500,won,2023-12-21,
577,2023-12-24,Football,NFL,NE @ DEN,moneyline,NE +275,NE,DEN,275,92,253,won,2023-12-24,
578,2023-12-25,Football,NFL,LV @ KC,moneyline,(Live) KC +148,KC,LV,148,100,148,lost,2023-12-25,
579,2023-12-25,Football,NFL,BAL @ SF,spread,BAL +6.5 -110,BAL,SF,-110,55,50,won,2023-12-25,
580,2023-12-25,Football,NFL,BAL @ SF,moneyline,BAL +252,BAL,SF,252,50,126,won,2023-12-25,
581,2023-12-26,Football,NCAAF,BGSU @ MINN,total,BGSU @ MINN: u43 -110,BGSU,MINN,-110,110,100,lost,2023-12-26,
582,2023-12-26,Football,NCAAF,TXST @ RICE,total,TXST @ RICE: o59.5 -110,TXST,RICE,-110,110,100,won,2023-12-26,
583,2023-12-26,Football,NCAAF,KU @ UNLV,spread,KU -11 -110,KU,UNLV,-110,110,100,won,2023-12-26,
584,2023-12-27,Football,NCAAF,VT @ TULN,total,VT @ TULN: u43.5 -112,VT,TULN,-112,112,100,lost,2023-12-27,
585,2023-12-27,Football,NCAAF,UNC @ WVU,spread,WVU -6.5 -110,WVU,UNC,-110,110,100,won,2023-12-27,
586,2023-12-27,Football,NCAAF,LOU @ USC,spread,USC +7 -112,USC,LOU,-112,112,100,won,2023-12-27,
587,2023-12-27,Football,NCAAF,TA&M @ OKST,spread,OKST -3 -112,OKST,TA&M,-112,112,100,won,2023-12-27,
588,2023-12-28,Football,NCAAF,SMU @ BC,total,SMU @ BC: u50 -109,SMU,BC,-109,109,100,won,2023-12-28,
589,2023-12-28,Football,NCAAF,NCST @ KSU,spread,(Live) NCST +9.5 -116,NCST,KSU,-116,116,100,won,2023-12-28,
590,2023-12-28,Football,NCAAF,NCST @ KSU,spread,NCST +2 -110,NCST,KSU,-110,110,100,lost,2023-12-28,
591,2023-12-28,Football,NCAAF,ARI @ OU,total,ARI @ OU: o59.5 -110,ARI,OU,-110,110,100,won,2023-12-28,
592,2023-12-29,Football,NCAAF,CLEM @ UK,moneyline,UK +165,UK,CLEM,165,100,165,lost,2023-12-29,
593,2023-12-29,Football,NCAAF,ORST @ ND,prop,,ORST/ND,,-125,125,100,won,2023-12-29,
594,2023-12-29,Football,NCAAF,MEM @ ISU,total,MEM @ ISU: o57.5 -110,MEM,ISU,-110,110,100,won,2023-12-29,
595,2023-12-29,Football,NCAAF,MIZ @ OSU,spread,MIZ +3.5 -110,MIZ,OSU,-110,110,100,won,2023-12-29,
596,2023-12-30,Football,NCAAF,MISS @ PSU,spread,(Live) MISS +9.5 -115,MISS,PSU,-115,115,100,won,2023-12-30,
597,2023-12-30,Football,NCAAF,UGA @ FSU,spread,FSU +21.5 -110,FSU,UGA,-110,110,100,lost,2023-12-30,
598,2023-12-30,Football,NCAAF,TOL @ WYO,spread,WYO -4.5 -110,WYO,TOL,-110,110,100,lost,2023-12-30,
599,2024-01-01,Football,NCAAF,WIS @ LSU,total,(1H) WIS @ LSU: u28.5 -110,WIS,LSU,-110,110,100,lost,2024-01-01,1st half
600,2024-01-01,Football,NCAAF,LIB @ ORE,spread,ORE -18 -110,ORE,LIB,-110,110,100,won,2024-01-01,
601,2024-01-01,Football,NCAAF,IOWA @ TENN,moneyline,(Live) IOWA +180,IOWA,TENN,180,100,180,lost,2024-01-01,
602,2024-01-01,Football,NCAAF,BAMA @ MICH,moneyline,BAMA +105,BAMA,MICH,105,100,105,lost,2024-01-01,
603,2024-01-01,Football,NCAAF,TEX @ WASH,spread,WASH +4.5 -111,WASH,TEX,-111,111,100,won,2024-01-01,
604,2024-01-01,Football,NCAAF,TEX @ WASH,moneyline,WASH +165,WASH,TEX,165,100,165,won,2024-01-01,
605,2024-01-01,Football,NCAAF,TEX @ WASH,total,TEX @ WASH: o64 -110,TEX,WASH,-110,110,100,won,2024-01-01,
606,2024-01-01,Football,NCAAF,TEX @ WASH,moneyline,WASH +160,WASH,TEX,160,150,240,won,2024-01-01,
607,2024-01-01,Football,NCAAF,TEX @ WASH,moneyline,WASH +150,WASH,TEX,150,500,750,won,2024-01-01,
608,2024-01-06,Basketball,NCAAB,MARQ @ HALL,spread,MARQ -5 -112,MARQ,HALL,-112,112,100,lost,2024-01-06,
609,2024-01-06,Basketball,NCAAB,UK @ FLA,spread,FLA -3.5 -110,FLA,UK,-110,110,100,lost,2024-01-06,
610,2024-01-06,Basketball,NCAAB,WRST @ PFW,total,WRST @ PFW: o162.5 -115,WRST,PFW,-115,115,100,won,2024-01-06,
611,2024-01-06,Basketball,NCAAB,TCU @ KU,spread,KU -8.5 -120,KU,TCU,-120,120,100,lost,2024-01-06,
612,2024-01-08,Football,NCAAF,WASH @ MICH,moneyline,WASH +165,WASH,MICH,165,500,825,lost,2024-01-08,
613,2024-01-13,Football,NFL,CLE @ HOU,total,CLE @ HOU: o45 -110,CLE,HOU,-110,110,100,won,2024-01-13,
614,2024-01-13,Football,NFL,CLE @ HOU,moneyline,HOU +116,HOU,CLE,116,100,116,won,2024-01-13,
615,2024-01-13,Football,NFL,MIA @ KC,spread,MIA +5 -110,MIA,KC,-110,110,100,lost,2024-01-13,
616,2024-01-13,Football,NFL,MIA @ KC,total,MIA @ KC: u43 -107,MIA,KC,-107,107,100,won,2024-01-13,
617,2024-01-16,Basketball,NCAAB,WMU @ AKR,total,WMU @ AKR: o148 -110,WMU,AKR,-110,110,100,lost,2024-01-16,
618,2024-01-16,Basketball,NCAAB,TXAM @ ARK,spread,ARK +3 -110,ARK,TXAM,-110,110,100,won,2024-01-16,
619,2024-01-16,Basketball,NCAAB,TXAM @ ARK,moneyline,ARK +125,ARK,TXAM,125,50,62.5,won,2024-01-16,
620,2024-01-16,Basketball,NCAAB,USU @ UNM,spread,UNM -6 -108,UNM,USU,-108,108,100,won,2024-01-16,
621,2024-01-17,Basketball,NCAAB,TULN @ UAB,spread,UAB -2 -108,UAB,TULN,-108,108,100,won,2024-01-17,
622,2024-01-17,Basketball,NCAAB,MD @ NW,spread,(1H) NW -2.5 -110,NW,MD,-110,110,100,won,2024-01-17,1st half
623,2024-01-17,Basketball,NCAAB,TTU @ HOU,spread,HOU -13 -107,HOU,TTU,-107,107,100,won,2024-01-17,
624,2024-01-17,Basketball,NCAAB,MD @ NW,spread,NW -4.5 -108,NW,MD,-108,108,100,lost,2024-01-17,
625,2024-01-18,Basketball,NCAAB,CCAR @ GASO,spread,GASO -3 -111,GASO,CCAR,-111,111,100,push,2024-01-18,
626,2024-01-18,Basketball,NCAAB,UNCW @ ELON,spread,UNCW -7.5 -110,UNCW,ELON,-110,110,100,won,2024-01-18,
627,2024-01-18,Basketball,NCAAB,ME @ UMBC,spread,ME -3 -113,ME,UMBC,-113,113,100,lost,2024-01-18,
628,2024-01-18,Basketball,NCAAB,USF @ MEM,spread,USF +10 -107,USF,MEM,-107,107,100,won,2024-01-18,
629,2024-01-18,Basketball,NCAAB,ILL @ MICH,total,ILL @ MICH: u152.5 -115,ILL,MICH,-115,115,100,lost,2024-01-18,
630,2024-01-18,Basketball,NCAAB,EWU @ WEB,spread,WEB -5 -105,WEB,EWU,-105,105,100,lost,2024-01-18,
631,2024-01-18,Basketball,NCAAB,WASH @ CAL,spread,CAL -2 -112,CAL,WASH,-112,112,100,lost,2024-01-18,
632,2024-01-18,Basketball,NCAAB,GONZ @ PEPP,spread,GONZ -12.5 -110,GONZ,PEPP,-110,110,100,won,2024-01-18,
633,2024-01-19,Basketball,NCAAB,GTWN @ XAV,spread,GTWN +12.5 -110,GTWN,XAV,-110,110,100,won,2024-01-19,
634,2024-01-19,Basketball,NCAAB,GTWN @ XAV,spread,XAV -12 -109,XAV,GTWN,-109,109,100,lost,2024-01-19,
635,2024-01-19,Basketball,NCAAB,AKR @ KENT,moneyline,AKR +100,AKR,KENT,100,100,100,won,2024-01-19,
636,2024-01-19,Basketball,NCAAB,MRST @ MSM,spread,MSM -3.5 -113,MSM,MRST,-113,113,100,won,2024-01-19,
637,2024-01-19,Basketball,NCAAB,IND @ WIS,spread,WIS -13 -106,WIS,IND,-106,106,100,lost,2024-01-19,
638,2024-01-20,Basketball,NCAAB,YALE @ DART,total,YALE @ DART: o133.5 -111,YALE,DART,-111,111,100,lost,2024-01-20,
639,2024-01-20,Basketball,NCAAB,MASSL @ BING,spread,MASSL -6.5 -112,MASSL,BING,-112,112,100,won,2024-01-20,
640,2024-01-20,Basketball,NCAAB,TLSA @ SMU,total,TLSA @ SMU: u146 -113,TLSA,SMU,-113,113,100,lost,2024-01-20,
641,2024-01-20,Basketball,NCAAB,CLEM @ FSU,spread,CLEM -2 -107,CLEM,FSU,-107,107,100,won,2024-01-20,
642,2024-01-20,Basketball,NCAAB,NORF @ HOW,moneyline,NORF +123,NORF,HOW,123,100,123,won,2024-01-20,
643,2024-01-20,Football,NFL,HOU @ BAL,spread,(1H) BAL -6.5 -120,BAL,HOU,-120,120,100,lost,2024-01-20,1st half
644,2024-01-20,Basketball,NCAAB,LT @ JVST,spread,LT -3.5 -110,LT,JVST,-110,110,100,won,2024-01-20,
645,2024-01-20,Basketball,NCAAB,MER @ SAM,spread,MER +13 -108,MER,SAM,-108,108,100,won,2024-01-20,
646,2024-01-20,Basketball,NCAAB,COFC @ UNCW,spread,UNCW -2.5 -112,UNCW,COFC,-112,112,100,won,2024-01-20,
647,2024-01-20,Basketball,NCAAB,OKST @ KSU,spread,OKST +9 -108,OKST,KSU,-108,108,100,won,2024-01-20,
648,2024-01-20,Basketball,NCAAB,CONN @ VILL,spread,CONN -4 -108,CONN,VILL,-108,108,100,lost,2024-01-20,
649,2024-01-20,Football,NFL,GB @ SF,spread,(1H) SF -2.5 -123,SF,GB,-123,246,200,lost,2024-01-20,1st half
650,2024-01-20,Basketball,NCAAB,WKU @ UTEP,spread,UTEP -1.5 -112,UTEP,WKU,-112,112,100,won,2024-01-20,
651,2024-01-20,Basketball,NCAAB,GONZ @ USD,spread,USD +18.5 -109,USD,GONZ,-109,109,100,lost,2024-01-20,
652,2024-01-20,Basketball,NCAAB,SMC @ SF,spread,SF PK -110,SF,SMC,-110,110,100,lost,2024-01-20,
653,2024-01-20,Basketball,NCAAB,GC @ SEA,spread,SEA +5.5 -111,SEA,GC,-111,111,100,won,2024-01-20,
654,2024-01-22,Basketball,NCAAB,WAKE @ UNC,spread,WAKE +7.5 -109,WAKE,UNC,-109,109,100,lost,2024-01-22,
655,2024-01-22,Basketball,NCAAB,WAKE @ UNC,spread,(Live) WAKE +13.5 -103,WAKE,UNC,-103,103,100,lost,2024-01-22,
656,2024-01-22,Basketball,NCAAB,WAKE @ UNC,spread,WAKE +7.5 -109,WAKE,UNC,-109,109,100,lost,2024-01-22,
657,2024-01-22,Basketball,NCAAB,CIN @ KU,spread,KU -8 -105,KU,CIN,-105,105,100,lost,2024-01-22,
658,2024-01-23,Basketball,NCAAB,BUT @ GTWN,spread,BUT -3 -110,BUT,GTWN,-110,110,100,won,2024-01-23,
659,2024-01-23,Basketball,NCAAB,TCU @ OKST,spread,OKST +4.5 -113,OKST,TCU,-113,113,100,lost,2024-01-23,
660,2024-01-24,Basketball,NCAAB,USF @ TEM,spread,TEM +1.5 -109,TEM,USF,-109,109,100,lost,2024-01-24,
661,2024-01-24,Basketball,NCAAB,MIA @ ND,spread,ND +5.5 -113,ND,MIA,-113,113,100,lost,2024-01-24,
662,2024-01-24,Basketball,NCAAB,SAM @ FUR,spread,FUR -2.5 -111,FUR,SAM,-111,111,100,won,2024-01-24,
663,2024-01-24,Basketball,NCAAB,MD @ IOWA,spread,IOWA -5.5 -110,IOWA,MD,-110,110,100,lost,2024-01-24,
664,2024-01-24,Basketball,NCAAB,NCST @ UVA,spread,UVA -6 -107,UVA,NCST,-107,107,100,push,2024-01-24,
665,2024-01-24,Basketball,NCAAB,MSST @ FLA,spread,FLA -4 -109,FLA,MSST,-109,109,100,won,2024-01-24,
666,2024-01-24,Basketball,NCAAB,ILL @ NW,spread,NW +3 -110,NW,ILL,-110,110,100,won,2024-01-24,
667,2024-01-24,Basketball,NCAAB,ILL @ NW,moneyline,NW +130,NW,ILL,130,100,130,won,2024-01-24,
668,2024-01-24,Basketball,NCAAB,MARQ @ DEP,spread,MARQ -17.5 -110,MARQ,DEP,-110,110,100,lost,2024-01-24,
669,2024-01-25,Basketball,NCAAB,UVM @ MASSL,spread,MASSL -1.5 -111,MASSL,UVM,-111,111,100,lost,2024-01-25,
670,2024-01-25,Basketball,NCAAB,PFW @ NKU,spread,NKU -4 -108,NKU,PFW,-108,108,100,lost,2024-01-25,
671,2024-01-25,Basketball,NCAAB,SMU @ UNT,spread,UNT +1 -112,UNT,SMU,-112,112,100,won,2024-01-25,
672,2024-01-25,Basketball,NCAAB,BING @ UNH,spread,UNH -7.5 -110,UNH,BING,-110,110,100,lost,2024-01-25,
673,2024-01-25,Basketball,NCAAB,GC @ SFA,spread,SFA +1.5 -112,SFA,GC,-112,112,100,lost,2024-01-25,
674,2024-01-25,Basketball,NCAAB,UNCO @ EWU,spread,EWU -7 -114,EWU,UNCO,-114,114,100,lost,2024-01-25,
675,2024-01-25,Basketball,NCAAB,UCI @ LBSU,spread,LBSU +3 -110,LBSU,UCI,-110,110,100,lost,2024-01-25,
676,2024-01-25,Basketball,NCAAB,PEPP @ SCU,spread,SCU -9.5 -108,SCU,PEPP,-108,108,100,won,2024-01-25,
677,2024-01-26,Basketball,NCAAB,OHIO @ KENT,spread,KENT -3 -105,KENT,OHIO,-105,105,100,lost,2024-01-26,
678,2024-01-27,Basketball,NCAAB,BC @ ND,spread,ND +2.5 -109,ND,BC,-109,109,100,lost,2024-01-27,
679,2024-01-27,Basketball,NCAAB,NEB @ MD,spread,MD -5.5 -112,MD,NEB,-112,112,100,won,2024-01-27,
680,2024-01-27,Basketball,NCAAB,MIZZ @ SCAR,spread,MIZZ +6.5 -108,MIZZ,SCAR,-108,108,100,lost,2024-01-27,
681,2024-01-27,Basketball,NCAAB,BGSU @ TOL,spread,BGSU +6.5 -113,BGSU,TOL,-113,113,100,lost,2024-01-27,
682,2024-01-27,Basketball,NCAAB,UNC @ FSU,spread,FSU +6 -106,FSU,UNC,-106,106,100,lost,2024-01-27,
683,2024-01-27,Basketball,NCAAB,PITT @ MIA,spread,MIA -4 -105,MIA,PITT,-105,105,100,push,2024-01-27,
684,2024-01-27,Basketball,NCAAB,USU @ BSU,spread,USU +2.5 -110,USU,BSU,-110,110,100,won,2024-01-27,
685,2024-01-27,Basketball,NCAAB,ARIZ @ ORE,spread,ORE +4 -110,ORE,ARIZ,-110,110,100,lost,2024-01-27,
