ID,Date,Sport,League,Event,Type,Description,Pick,Opponent,Odds,Risk,To Win,Status,Result Date,Notes
1076,2023-01-08,Multi,NCAAF/NFL,HOU @ IND / TCU @ UGA,parlay,2-leg parlay: IND -150 + TCU @ UGA: o63 -110,"IND, TCU",,474,60,284.4,lost,2023-01-08,HOU @ IND: IND -150 (loss); TCU @ UGA: TCU @ UGA: o63 -110 (win)
1077,2023-01-08,Multi,NCAAF/NFL,LA @ SEA / TCU @ UGA,parlay,2-leg parlay: LA +202 + TCU @ UGA: o63.5 -108 + TCU +19.5 -110 + TCU @ UGA: o56.5 -112,"LA, TCU, TCU, TCU",,175,100,175,lost,2023-01-08,LA @ SEA: LA +202 (loss); TCU @ UGA: TCU @ UGA: o63.5 -108 (win); TCU @ UGA: TCU +19.5 -110 (loss); TCU @ UGA: TCU @ UGA: o56.5 -112 (win)
1078,2023-01-09,Hockey,NHL,SEA @ MTL,parlay,2-leg parlay: SEA @ MTL: o6 -120 + SEA -212,"SEA, SEA",,260,100,260,won,2023-01-09,SEA @ MTL: SEA @ MTL: o6 -120 (loss); SEA @ MTL: SEA -212 (win)
1079,2023-01-10,Multi,NFL/NHL,SEA @ BUF / DAL @ TB / NYG @ MIN +1 more,parlay,3-leg parlay: SEA -105 + SEA @ BUF: o6.5 -120 + TB +8.5 -104 + NYG +9 -110 + SEA @ SF: u48.5 -107,"SEA, SEA, TB, NYG, SEA",,386,100,386,lost,2023-01-10,SEA @ BUF: SEA -105 (win); SEA @ BUF: SEA @ BUF: o6.5 -120 (win); DAL @ TB: TB +8.5 -104 (loss); NYG @ MIN: NYG +9 -110 (win); SEA @ SF: SEA @ SF: u48.5 -107 (loss)
1080,2023-01-14,Football,NFL,NYG @ MIN / LAC @ JAC / DAL @ TB +6 more,parlay,2-leg parlay: MIN -160 + LAC -140 + DAL -140 + CIN -2.5 -110 + BUF -8 -107 + NYG +9 -115 + CIN -1.5 -110 + BAL @ CIN: o34 -110 + CIN +11.5 -107 + NYG +14 -110 + JAC +15.5 -110 + DAL +10 -110,"MIN, LAC, DAL, CIN, BUF, NYG, CIN, BAL, CIN, NYG, JAC, DAL",,265,100,265,lost,2023-01-14,NYG @ MIN: MIN -160 (loss); LAC @ JAC: LAC -140 (loss); DAL @ TB: DAL -140 (win); BAL @ CIN: CIN -2.5 -110 (win); MIA @ BUF: BUF -8 -107 (loss); NYG @ MIN: NYG +9 -115 (win); BAL @ CIN: CIN -1.5 -110 (win); BAL @ CIN: BAL @ CIN: o34 -110 (win); CIN @ BUF: CIN +11.5 -107 (win); NYG @ PHI: NYG +14 -110 (loss); JAC @ KC: JAC +15.5 -110 (win); DAL @ SF: DAL +10 -110 (win)
1081,2023-01-21,Multi,NFL/NHL,COL @ SEA / CIN @ BUF / DAL @ SF,parlay,2-leg parlay: COL @ SEA: o6.5 -110 + SEA -110 + BUF +0.5 -115 + (Live) CIN @ BUF: o42.5 -120 + SF +2 -114,"COL, SEA, BUF, CIN, SF",,-133,106.4,80,lost,2023-01-21,COL @ SEA: COL @ SEA: o6.5 -110 (loss); COL @ SEA: SEA -110 (loss); CIN @ BUF: BUF +0.5 -115 (loss); CIN @ BUF: (Live) CIN @ BUF: o42.5 -120 (loss); DAL @ SF: SF +2 -114 (win)
1082,2023-01-22,Multi,NFL/NHL,SJ @ BOS / CIN @ BUF,parlay,2-leg parlay: BOS -382 + BUF -255,"BOS, BUF",,-110,220,200,lost,2023-01-22,SJ @ BOS: BOS -382 (win); CIN @ BUF: BUF -255 (loss)
1083,2023-01-25,Multi,NFL/NHL,VAN @ SEA / CBJ @ EDM / CIN @ KC +1 more,parlay,3-leg parlay: SEA -187 + EDM -400 + CIN +7.5 -111 + SF +8.5 -105 + PHI +3 -120 + SF @ PHI: u51 -111,"SEA, EDM, CIN, SF, PHI, SF",,283,100,283,lost,2023-01-25,VAN @ SEA: SEA -187 (win); CBJ @ EDM: EDM -400 (loss); CIN @ KC: CIN +7.5 -111 (win); SF @ PHI: SF +8.5 -105 (loss); SF @ PHI: PHI +3 -120 (win); SF @ PHI: SF @ PHI: u51 -111 (win)
1084,2023-02-02,Multi,NCAAB/NFL,STAN @ UTAH / WSU @ USC / KC @ PHI,parlay,2-leg parlay: UTAH -275 + USC -275 + KC +105,"UTAH, USC, KC",,-120,120,100,won,2023-02-02,STAN @ UTAH: UTAH -275 (loss); WSU @ USC: USC -275 (win); KC @ PHI: KC +105 (win)
1085,2023-03-18,Basketball,NCAAB,AUB @ HOU / NW @ UCLA,parlay,2-leg parlay: HOU -245 + UCLA -335,"HOU, UCLA",,110,100,110,lost,2023-03-18,AUB @ HOU: HOU -245 (win); NW @ UCLA: UCLA -335 (win)
1086,2023-03-23,Basketball,NCAAB,ARK @ CONN / MIA @ HOU,parlay,2-leg parlay: CONN -175 + HOU -290,"CONN, HOU",,126,100,126,lost,2023-03-23,ARK @ CONN: CONN -175 (win); MIA @ HOU: HOU -290 (loss)
1087,2023-08-26,Multi,NCAAF/NFL,OHIO @ SDSU / DET @ KC / ORST @ SJSU,parlay,3-leg parlay: SDSU -144 + KC -295 + ORST -8.5 -110 + ORST @ SJSU: o50 -108,"SDSU, KC, ORST, ORST",,155,100,155,lost,2023-08-26,OHIO @ SDSU: SDSU -144 (win); DET @ KC: KC -295 (loss); ORST @ SJSU: ORST -8.5 -110 (win); ORST @ SJSU: ORST @ SJSU: o50 -108 (win)
1088,2023-09-07,Multi,NCAAF/NFL,TEX @ BAMA / UTAH @ BAY / DET @ KC,parlay,3-leg parlay: BAMA -283 + UTAH -320 + KC -225,"BAMA, UTAH, KC",,179,100,179,lost,2023-09-07,TEX @ BAMA: BAMA -283 (loss); UTAH @ BAY: UTAH -320 (win); DET @ KC: KC -225 (loss)
1089,2023-09-08,Football,NCAAF,UTAH @ BAY / ILL @ KU / TEX @ BAMA,parlay,3-leg parlay: UTAH -326 + KU -173 + BAMA -283,"UTAH, KU, BAMA",,155,200,310,lost,2023-09-08,UTAH @ BAY: UTAH -326 (win); ILL @ KU: KU -173 (win); TEX @ BAMA: BAMA -283 (loss)
1090,2023-09-09,Football,NCAAF,ORE @ TTU / TEX @ BAMA / AUB @ CAL,parlay,3-leg parlay: ORE -287 + BAMA -282 + AUB -250,"ORE, BAMA, AUB",,415,250,1037.5,lost,2023-09-09,ORE @ TTU: ORE -287 (win); TEX @ BAMA: BAMA -282 (loss); AUB @ CAL: AUB -250 (win)
1091,2023-09-10,Football,NFL,CIN @ CLE / BUF @ NYJ / PHI @ NE +2 more,parlay,3-leg parlay: CLE +2 -110 + BUF -140 + PHI -198 + PHI -0.5 -110 + BUF -3.5 -110,"CLE, BUF, PHI, PHI, BUF",,1023,31,317.13,won,2023-09-10,CIN @ CLE: CLE +2 -110 (win); BUF @ NYJ: BUF -140 (loss); PHI @ NE: PHI -198 (win); MIN @ PHI: PHI -0.5 -110 (win); LV @ BUF: BUF -3.5 -110 (win)
1092,2023-09-17,Football,NFL,SEA @ DET,parlay,3-leg parlay:  + SEA +185 + ,"SEA/DET, SEA, SEA/DET",,184,100,184,lost,2023-09-17,SEA @ DET:  (win); SEA @ DET: SEA +185 (win); SEA @ DET:  (win)
1093,2023-09-21,Multi,NCAAF/NFL,NYG @ SF / UNC @ PITT / MISS @ BAMA +2 more,parlay,3-leg parlay: SF -560 + (1H) SF -387 +  + UNC -1 -108 + BAMA -1 -106 + BAL -2 -106 + BUF -0.5 -108,"SF, SF, NYG/SF, UNC, BAMA, BAL, BUF",,242,100,242,won,2023-09-21,NYG @ SF: SF -560 (win); NYG @ SF: (1H) SF -387 (win); NYG @ SF:  (loss); UNC @ PITT: UNC -1 -108 (win); MISS @ BAMA: BAMA -1 -106 (win); IND @ BAL: BAL -2 -106 (loss); BUF @ WAS: BUF -0.5 -108 (win)
1094,2023-09-24,Football,NFL,PHI @ TB / BUF @ WAS / LA @ CIN +2 more,parlay,2-leg parlay: PHI -225 + BUF -295 + CIN -130 + BUF PK -110 + LAC +7 -112 + SEA +0.5 -110,"PHI, BUF, CIN, BUF, LAC, SEA",,169,60,101.4,lost,2023-09-24,PHI @ TB: PHI -225 (win); BUF @ WAS: BUF -295 (win); LA @ CIN: CIN -130 (win); BUF @ WAS: BUF PK -110 (win); LAC @ MIN: LAC +7 -112 (win); CAR @ SEA: SEA +0.5 -110 (win)
1095,2023-09-24,Football,NFL,CAR @ SEA,parlay,2-leg parlay: SEA -225 + ,"SEA, CAR/SEA",,175,60,105,lost,2023-09-24,CAR @ SEA: SEA -225 (win); CAR @ SEA:  (loss)
1096,2023-09-24,Football,NFL,PIT @ LV,parlay,2-leg parlay: LV -150 + ,"LV, PIT/LV",,130,100,130,lost,2023-09-24,PIT @ LV: LV -150 (loss); PIT @ LV:  (win)
1097,2023-09-28,Football,NFL,LV @ LAC / DET @ GB,parlay,3-leg parlay: LAC -238 + GB +3.5 -106,"LAC, GB",,185,100,185,won,2023-09-28,LV @ LAC: LAC -238 (win); DET @ GB: GB +3.5 -106 (loss)
1098,2023-10-01,Football,NFL,MIN @ CAR / LV @ LAC / NE @ DAL,parlay,2-leg parlay: MIN -188 + LAC -250 + DAL -300,"MIN, LAC, DAL",,141,100,141,won,2023-10-01,MIN @ CAR: MIN -188 (win); LV @ LAC: LAC -250 (win); NE @ DAL: DAL -300 (win)
1099,2023-10-01,Multi,NCAAF/NFL,LV @ LAC / BAL @ CLE / KC @ NYJ +3 more,parlay,3-leg parlay: LAC -290 + BAL -125 + KC @ NYJ: u47.5 -109 + KC -2 -110 + ORST -3.5 -110 + UNC -2.5 -110 + WSU +9.5 -107,"LAC, BAL, KC, KC, ORST, UNC, WSU",,243,100,243,lost,2023-10-01,LV @ LAC: LAC -290 (win); BAL @ CLE: BAL -125 (win); KC @ NYJ: KC @ NYJ: u47.5 -109 (win); KC @ NYJ: KC -2 -110 (win); ORST @ CAL: ORST -3.5 -110 (win); SYR @ UNC: UNC -2.5 -110 (win); WSU @ UCLA: WSU +9.5 -107 (win)
1100,2023-10-08,Football,NFL,PHI @ LA / JAC @ BUF / CIN @ ARI,parlay,2-leg parlay: PHI -218 + BUF -250 + CIN -166,"PHI, BUF, CIN",,137,150,205.5,won,2023-10-08,PHI @ LA: PHI -218 (win); JAC @ BUF: BUF -250 (loss); CIN @ ARI: CIN -166 (win)
1101,2023-10-08,Football,NFL,CIN @ ARI / PHI @ LA,parlay,2-leg parlay: CIN -170 + PHI -205,"CIN, PHI",,264,50,132,lost,2023-10-08,CIN @ ARI: CIN -170 (win); PHI @ LA: PHI -205 (win)
1102,2023-10-12,Football,NFL,DEN @ KC,parlay,2-leg parlay: DEN @ KC: u47 -110 + DEN +10.5 -110,"DEN, DEN",,264,50,132,lost,2023-10-12,DEN @ KC: DEN @ KC: u47 -110 (win); DEN @ KC: DEN +10.5 -110 (loss)
1103,2023-10-12,Multi,NCAAF/NFL,DEN @ KC / ARI @ WSU / AUB @ LSU +1 more,parlay,4-leg parlay: DEN +10.5 -110 + DEN @ KC: o47.5 -118 + WSU -2 -109 + LSU -5 -110 + COLO -5.5 -110,"DEN, DEN, WSU, LSU, COLO",,320,100,320,lost,2023-10-12,DEN @ KC: DEN +10.5 -110 (loss); DEN @ KC: DEN @ KC: o47.5 -118 (loss); ARI @ WSU: WSU -2 -109 (loss); AUB @ LSU: LSU -5 -110 (win); STAN @ COLO: COLO -5.5 -110 (loss)
1104,2023-10-14,Multi,NCAAF/NFL,ARI @ WSU / UCLA @ ORST / MIA @ UNC +3 more,parlay,2-leg parlay: WSU -316 + ORST -192 + UNC -185 + PHI -275 + PHI -1 -109 + WAS +8.5 -110 + HOU +7.5 -107,"WSU, ORST, UNC, PHI, PHI, WAS, HOU",,443,25,110.75,lost,2023-10-14,ARI @ WSU: WSU -316 (loss); UCLA @ ORST: ORST -192 (win); MIA @ UNC: UNC -185 (win); PHI @ NYJ: PHI -275 (loss); PHI @ NYJ: PHI -1 -109 (loss); WAS @ ATL: WAS +8.5 -110 (win); NO @ HOU: HOU +7.5 -107 (win)
1105,2023-10-15,Football,NFL,IND @ JAC / NO @ HOU,parlay,2-leg parlay: IND +165 + HOU +105,"IND, HOU",,361,25,90.25,lost,2023-10-15,IND @ JAC: IND +165 (loss); NO @ HOU: HOU +105 (win)
1106,2023-10-15,Football,NFL,NO @ HOU / SEA @ CIN,parlay,3-leg parlay: HOU +105 + SEA +125,"HOU, SEA",,1122,25,280.5,lost,2023-10-15,NO @ HOU: HOU +105 (win); SEA @ CIN: SEA +125 (loss)
1107,2023-10-15,Football,NFL,NO @ HOU / SEA @ CIN / IND @ JAC,parlay,2-leg parlay: HOU +105 + SEA +125 + IND +165,"HOU, SEA, IND",,496,25,124,lost,2023-10-15,NO @ HOU: HOU +105 (win); SEA @ CIN: SEA +125 (loss); IND @ JAC: IND +165 (loss)
1108,2023-10-15,Football,NFL,IND @ JAC / SEA @ CIN,parlay,5-leg parlay: IND +165 + SEA +125,"IND, SEA",,1100,27,297,lost,2023-10-15,IND @ JAC: IND +165 (loss); SEA @ CIN: SEA +125 (loss)
1109,2023-10-15,Football,NFL,SEA @ CIN,parlay,2-leg parlay:  +  +  +  + SEA +130,"SEA/CIN, SEA/CIN, SEA/CIN, SEA/CIN, SEA",,264,40,105.6,won,2023-10-15,SEA @ CIN:  (win); SEA @ CIN:  (win); SEA @ CIN:  (win); SEA @ CIN:  (loss); SEA @ CIN: SEA +130 (loss)
1110,2023-10-15,Football,NFL,PHI @ NYJ,parlay,2-leg parlay: NYJ +7 -112 + PHI @ NYJ: u41 -110,"NYJ, PHI",,190,100,190,won,2023-10-15,PHI @ NYJ: NYJ +7 -112 (win); PHI @ NYJ: PHI @ NYJ: u41 -110 (win)
1111,2023-10-19,Hockey,NHL,CAR @ SEA / CHI @ COL,parlay,2-leg parlay: SEA +125 + COL -350,"SEA, COL",,179,112,200.48,won,2023-10-19,CAR @ SEA: SEA +125 (win); CHI @ COL: COL -350 (win)
1112,2023-10-22,Football,NFL,LV @ CHI / ARI @ SEA / BUF @ NE +1 more,parlay,2-leg parlay: CHI +120 + SEA -375 + BUF -2.5 -110 + SEA -2 -110 + DET +9 -110,"CHI, SEA, BUF, SEA, DET",,122,200,244,lost,2023-10-22,LV @ CHI: CHI +120 (win); ARI @ SEA: SEA -375 (win); BUF @ NE: BUF -2.5 -110 (loss); ARI @ SEA: SEA -2 -110 (win); DET @ BAL: DET +9 -110 (loss)
1113,2023-10-22,Football,NFL,ARI @ SEA / LV @ CHI,parlay,2-leg parlay: SEA -375 + LV -144,"SEA, LV",,266,250,665,lost,2023-10-22,ARI @ SEA: SEA -375 (win); LV @ CHI: LV -144 (loss)
1114,2023-10-22,Football,NFL,MIA @ PHI / LV @ DET / CHI @ LAC +3 more,parlay,3-leg parlay:  + MIA +140 + DET -2 -110 + LAC -2.5 -110 + BUF +8 -110 + CLE -2 -110 + SEA +12 -110,"MIA/PHI, MIA, DET, LAC, BUF, CLE, SEA",,250,100,250,won,2023-10-22,MIA @ PHI:  (win); MIA @ PHI: MIA +140 (loss); LV @ DET: DET -2 -110 (win); CHI @ LAC: LAC -2.5 -110 (win); BUF @ CIN: BUF +8 -110 (win); ARI @ CLE: CLE -2 -110 (win); SEA @ BAL: SEA +12 -110 (loss)
1115,2023-11-06,Football,NFL,LAC @ NYJ / SF @ JAC / WAS @ SEA,parlay,2-leg parlay: LAC -175 + SF -165 + SEA -275,"LAC, SF, SEA",,124,100,124,lost,2023-11-06,LAC @ NYJ: LAC -175 (win); SF @ JAC: SF -165 (win); WAS @ SEA: SEA -275 (win)
1116,2023-11-12,Multi,NCAAF/NFL,HOU @ CIN / CLE @ BAL / NYJ @ BUF +2 more,parlay,3-leg parlay: CIN -320 + CLE +7 -140 + BUF -1 -112 + WASH +7.5 -110 + SEA +8 -110,"CIN, CLE, BUF, WASH, SEA",,600,50,300,lost,2023-11-12,HOU @ CIN: CIN -320 (loss); CLE @ BAL: CLE +7 -140 (win); NYJ @ BUF: BUF -1 -112 (win); WASH @ ORST: WASH +7.5 -110 (win); SEA @ LA: SEA +8 -110 (win)
1117,2023-11-18,Multi,NCAAF/NFL,SEA @ LA / WASH @ ORST / MIN @ DEN +2 more,parlay,2-leg parlay: SEA +105 + WASH +100 + DEN -150 + DET -1.5 -110 + CLE +8.5 -110,"SEA, WASH, DEN, DET, CLE",,123,200,246,lost,2023-11-18,SEA @ LA: SEA +105 (loss); WASH @ ORST: WASH +100 (win); MIN @ DEN: DEN -150 (win); GB @ DET: DET -1.5 -110 (loss); CLE @ DEN: CLE +8.5 -110 (loss)
1118,2023-11-25,Multi,NCAAF/NFL,UNC @ NCST / CAL @ UCLA / ORE @ WASH +3 more,parlay,2-leg parlay: UNC -143 + UCLA -340 + WASH +15.5 -109 + BAMA +11.5 -110 + SEA +15.5 -107 + LOU +7.5 -110,"UNC, UCLA, WASH, BAMA, SEA, LOU",,265,48,127.2,lost,2023-11-25,UNC @ NCST: UNC -143 (loss); CAL @ UCLA: UCLA -340 (loss); ORE @ WASH: WASH +15.5 -109 (win); UGA @ BAMA: BAMA +11.5 -110 (win); SEA @ DAL: SEA +15.5 -107 (win); LOU @ FSU: LOU +7.5 -110 (loss)
1119,2023-12-03,Multi,NCAAF/NFL,KC @ GB / ARMY @ NAVY / LA @ BAL +4 more,parlay,3-leg parlay: (1H) KC -3.5 -110 + KC @ GB: u44 -110 + NAVY +8.5 -104 + ARMY @ NAVY: o22 -111 + BAL -1.5 -109 + BUF +8.5 -110 + PHI +9.5 -115 + BAL -1 -109 + SEA +16.5 -110 + SEA +19.5 -110 + NO +0.5 -110,"KC, KC, NAVY, ARMY, BAL, BUF, PHI, BAL, SEA, SEA, NO",,450,58,261,lost,2023-12-03,KC @ GB: (1H) KC -3.5 -110 (loss); KC @ GB: KC @ GB: u44 -110 (loss); ARMY @ NAVY: NAVY +8.5 -104 (win); ARMY @ NAVY: ARMY @ NAVY: o22 -111 (win); LA @ BAL: BAL -1.5 -109 (win); BUF @ KC: BUF +8.5 -110 (win); PHI @ DAL: PHI +9.5 -115 (loss); LA @ BAL: BAL -1 -109 (win); SEA @ SF: SEA +16.5 -110 (win); SEA @ SF: SEA +19.5 -110 (win); CAR @ NO: NO +0.5 -110 (win)
1120,2023-12-10,Football,NFL,BUF @ KC,parlay,2-leg parlay: BUF -105 +  + ,"BUF, BUF/KC, BUF/KC",,120,100,120,lost,2023-12-10,BUF @ KC: BUF -105 (win); BUF @ KC:  (win); BUF @ KC:  (loss)
1121,2023-12-16,Multi,NCAAF/NFL,GASO @ OHIO / KC @ NE / PIT @ IND +1 more,parlay,3-leg parlay:  +  + KC -2.5 -110 + PIT +7.5 -110 + DEN +10.5 -108,"GASO/OHIO, GASO/OHIO, KC, PIT, DEN",,375,88,330,won,2023-12-16,GASO @ OHIO:  (win); GASO @ OHIO:  (loss); KC @ NE: KC -2.5 -110 (win); PIT @ IND: PIT +7.5 -110 (loss); DEN @ DET: DEN +10.5 -108 (loss)
1122,2023-12-16,Football,NFL,WAS @ LA / PHI @ SEA / DEN @ DET +1 more,parlay,2-leg parlay: LA -295 + SEA +152 + DET -250 + SEA +9 -115 + NE +14 -110 + LA -0.5 -110,"LA, SEA, DET, SEA, NE, LA",,153,100,153,won,2023-12-16,WAS @ LA: LA -295 (win); PHI @ SEA: SEA +152 (win); DEN @ DET: DET -250 (win); PHI @ SEA: SEA +9 -115 (win); KC @ NE: NE +14 -110 (win); WAS @ LA: LA -0.5 -110 (win)
1123,2023-12-19,Multi,NCAAF/NFL,UTSA @ MRSH / GB @ CAR,parlay,2-leg parlay:  + GB -230,"UTSA/MRSH, GB",,102,100,102,won,2023-12-19,UTSA @ MRSH:  (win); GB @ CAR: GB -230 (win)
1124,2023-12-23,Multi,NCAAF/NFL,JMU @ AFA / BUF @ LAC / NE @ DEN +3 more,parlay,2-leg parlay: AFA -127 + BUF -800 + DEN -0.5 -108 + PIT +8 -118 + BUF -6 -115 + IND +9 -105 + DAL +8 -110 + DEN -1 -105,"AFA, BUF, DEN, PIT, BUF, IND, DAL, DEN",,-103,200,194.18,lost,2023-12-23,JMU @ AFA: AFA -127 (win); BUF @ LAC: BUF -800 (win); NE @ DEN: DEN -0.5 -108 (loss); CIN @ PIT: PIT +8 -118 (win); BUF @ LAC: BUF -6 -115 (loss); IND @ ATL: IND +9 -105 (loss); DAL @ MIA: DAL +8 -110 (win); NE @ DEN: DEN -1 -105 (loss)
1125,2023-12-24,Football,NFL,GB @ CAR / NE @ DEN / LV @ KC +3 more,parlay,2-leg parlay: GB -198 + DEN -355 + LV +17 -110 + BAL +12 -110 + LV @ KC: o34.5 -110 + CLE -1 -110 + GB +8 -110 + BAL +12.5 -110,"GB, DEN, LV, BAL, LV, CLE, GB, BAL",,310,100,310,won,2023-12-24,GB @ CAR: GB -198 (win); NE @ DEN: DEN -355 (loss); LV @ KC: LV +17 -110 (win); BAL @ SF: BAL +12 -110 (win); LV @ KC: LV @ KC: o34.5 -110 (loss); NYJ @ CLE: CLE -1 -110 (win); GB @ MIN: GB +8 -110 (win); BAL @ SF: BAL +12.5 -110 (win)
1126,2023-12-27,Football,NCAAF,TA&M @ OKST / LOU @ USC,parlay,3-leg parlay: OKST -190 + USC +168,"OKST, USC",,225,100,225,won,2023-12-27,TA&M @ OKST: OKST -190 (win); LOU @ USC: USC +168 (win)
1127,2023-12-28,Multi,NCAAF/NFL,DET @ DAL / RUT @ MIA / CIN @ KC,parlay,2-leg parlay: DAL -260 + RUT -128 + KC -340,"DAL, RUT, KC",,433,100,433,lost,2023-12-28,DET @ DAL: DAL -260 (win); RUT @ MIA: RUT -128 (win); CIN @ KC: KC -340 (win)
1128,2024-01-01,Football,NCAAF,BAMA @ MICH / TEX @ WASH,parlay,3-leg parlay: BAMA +105 + WASH +160,"BAMA, WASH",,400,100,400,lost,2024-01-01,BAMA @ MICH: BAMA +105 (loss); TEX @ WASH: WASH +160 (win)
1129,2024-01-08,Multi,NCAAF/NFL,WASH @ MICH / LA @ DET / PIT @ BUF +3 more,parlay,3-leg parlay:  + WASH +179 +  + LA +9 -105 + BUF -3 -110 + GB +13 -110 + HOU +8.5 -102 + MIA +11 -105,"WASH/MICH, WASH, WASH/MICH, LA, BUF, GB, HOU, MIA",,1120,25,280,lost,2024-01-08,WASH @ MICH:  (loss); WASH @ MICH: WASH +179 (loss); WASH @ MICH:  (loss); LA @ DET: LA +9 -105 (win); PIT @ BUF: BUF -3 -110 (win); GB @ DAL: GB +13 -110 (win); CLE @ HOU: HOU +8.5 -102 (win); MIA @ KC: MIA +11 -105 (loss)
1130,2024-01-13,Football,NFL,MIA @ KC / CLE @ HOU,parlay,2-leg parlay: MIA +200 + HOU +114 + CLE @ HOU: o45 -111,"MIA, HOU, CLE",,220,298,655.6,won,2024-01-13,MIA @ KC: MIA +200 (loss); CLE @ HOU: HOU +114 (win); CLE @ HOU: CLE @ HOU: o45 -111 (win)
1131,2024-01-14,Football,NFL,GB @ DAL / LA @ DET,parlay,2-leg parlay: GB +7 -105 + DET -173,"GB, DET",,-107,214,200,lost,2024-01-14,GB @ DAL: GB +7 -105 (win); LA @ DET: DET -173 (win)
1132,2024-01-15,Football,NFL,PIT @ BUF / PHI @ TB,parlay,3-leg parlay: BUF -604 + PHI -165,"BUF, PHI",,105,200,210,won,2024-01-15,PIT @ BUF: BUF -604 (win); PHI @ TB: PHI -165 (loss)
1133,2024-01-20,Multi,NCAAB/NFL,ALA @ TENN / HOU @ BAL / GB @ SF,parlay,2-leg parlay: TENN -218 + BAL -425 + SF -490,"TENN, BAL, SF",,130,200,260,lost,2024-01-20,ALA @ TENN: TENN -218 (win); HOU @ BAL: BAL -425 (win); GB @ SF: SF -490 (win)
1134,2024-01-21,Football,NFL,TB @ DET / KC @ BUF,parlay,2-leg parlay: DET -297 + BUF -152,"DET, BUF",,106,100,106,won,2024-01-21,TB @ DET: DET -297 (win); KC @ BUF: BUF -152 (loss)
1135,2024-01-24,Basketball,NCAAB,CSU @ NEV / UNM @ SJSU,parlay,3-leg parlay: NEV -164 + UNM -436,"NEV, UNM",,102,200,204,won,2024-01-24,CSU @ NEV: NEV -164 (win); UNM @ SJSU: UNM -436 (win)
1136,2024-01-27,Multi,NCAAB/NFL,GTWN @ PROV / TEX @ BYU / DET @ SF,parlay,6-leg parlay: PROV -786 + BYU -315 + SF -368,"PROV, BYU, SF",,850,288,2448,lost,2024-01-27,GTWN @ PROV: PROV -786 (win); TEX @ BYU: BYU -315 (win); DET @ SF: SF -368 (win)
1137,2024-01-28,Multi,NCAAB/NFL,DET @ SF / PUR @ RUTG / MEM @ UAB +2 more,parlay,3-leg parlay: SF -380 + PUR -594 + MEM -191 + CONN -770 + BAL -4 -114 + KC @ BAL: u44.5 -111,"SF, PUR, MEM, CONN, BAL, KC",,112,100,112,won,2024-01-28,DET @ SF: SF -380 (win); PUR @ RUTG: PUR -594 (win); MEM @ UAB: MEM -191 (loss); XAV @ CONN: CONN -770 (win); KC @ BAL: BAL -4 -114 (loss); KC @ BAL: KC @ BAL: u44.5 -111 (win)
1138,2024-03-23,Basketball,NCAAB,USU @ PUR / WSU @ ISU / NW @ CONN,parlay,4-leg parlay: PUR -693 +  + CONN -1303,"PUR, WSU/ISU, CONN",,156,100,156,won,2024-03-23,USU @ PUR: PUR -693 (win); WSU @ ISU:  (win); NW @ CONN: CONN -1303 (win)
1139,2024-03-23,Basketball,NCAAB,NW @ CONN / OAK @ NCST / USU @ PUR,parlay,3-leg parlay: CONN -1303 +  +  + PUR -693,"CONN, OAK/NCST, OAK/NCST, PUR",,-129,129,100,lost,2024-03-23,NW @ CONN: CONN -1303 (win); OAK @ NCST:  (win); OAK @ NCST:  (win); USU @ PUR: PUR -693 (win)
1140,2024-03-23,Basketball,NCAAB,NW @ CONN / USU @ PUR / ORE @ CREI,parlay,2-leg parlay: CONN -1300 + PUR -650 + ,"CONN, PUR, ORE/CREI",,111,100,111,lost,2024-03-23,NW @ CONN: CONN -1300 (win); USU @ PUR: PUR -650 (win); ORE @ CREI:  (loss)
1141,2024-09-06,Multi,NCAAF/NFL,GB @ PHI / BYU @ SMU,parlay,2-leg parlay: PHI -130 + SMU -527,"PHI, SMU",,167,100,167,lost,2024-09-06,GB @ PHI: PHI -130 (win); BYU @ SMU: SMU -527 (loss)
1142,2024-09-08,Football,NFL,NE @ CIN / DAL @ CLE,parlay,3-leg parlay: CIN -377 + DAL +110,"CIN, DAL",,131,300,393,lost,2024-09-08,NE @ CIN: CIN -377 (loss); DAL @ CLE: DAL +110 (win)
1143,2024-09-08,Football,NFL,NE @ CIN / DEN @ SEA / ARI @ BUF,parlay,2-leg parlay: CIN -387 + SEA -265 + BUF -302,"CIN, SEA, BUF",,-108,100,92.59,lost,2024-09-08,NE @ CIN: CIN -387 (loss); DEN @ SEA: SEA -265 (win); ARI @ BUF: BUF -302 (win)
1144,2024-09-08,Football,NFL,NE @ CIN / JAC @ MIA,parlay,2-leg parlay: CIN -390 + MIA -187,"CIN, MIA",,151,100,151,won,2024-09-08,NE @ CIN: CIN -390 (loss); JAC @ MIA: MIA -187 (win)
1145,2024-09-08,Football,NFL,HOU @ IND / JAC @ MIA,parlay,2-leg parlay: (Live) HOU -165 + (Live) MIA -180,"HOU, MIA",,168,230,386.4,won,2024-09-08,HOU @ IND: (Live) HOU -165 (win); JAC @ MIA: (Live) MIA -180 (win)
